Symbol,Date,Open,High,Low,Close,Volume
GOOGL,2/22/2024,144.929993,145,142.800003,144.089996,27191900
LULU,5/19/2023,375.209991,375.209991,365.109985,368.529999,1566400
GOOG,9/19/2023,138.25,139.175003,137.5,138.830002,15479100
LULU,2/9/2024,466.609985,471.26001,458.779999,470.23999,1350000
BTC-USD,4/29/2023,29336.56641,29452.45508,29088.04297,29248.48828,10662634333
BTC-USD,9/3/2023,25869.47266,26087.14844,25817.03125,25969.56641,8962524523
LULU,4/12/2023,370,370,363.109985,363.540009,1092900
GOOGL,12/27/2023,141.589996,142.080002,139.889999,140.369995,19628600
TSLA,3/15/2024,163.160004,165.179993,160.759995,163.570007,96971900
BTC-USD,8/17/2023,28699.80273,28745.94727,25409.11133,26664.55078,31120851211
BTC-USD,11/22/2023,35756.55469,37856.98047,35670.97266,37432.33984,24397247860
GOOG,4/18/2023,107,107.050003,104.779999,105.120003,17641400
GOOG,10/4/2023,133.660004,136.570007,133.429993,136.270004,22848000
GOOGL,1/11/2024,143.490005,145.220001,140.639999,142.080002,24008700
LULU,7/28/2023,375.869995,378.640015,374.529999,377.959991,1041400
GOOGL,3/1/2024,138.429993,138.869995,136.919998,137.139999,31119500
TSLA,5/4/2023,162.710007,162.949997,159.649994,161.199997,95108500
GOOGL.A,10/30/2023,123.209999,125.400002,122.75,124.459999,28940100
TSLA,10/23/2023,210,216.979996,202.509995,212.080002,150683400
TSLA,5/31/2023,199.779999,203.949997,195.119995,203.929993,150711700
GOOGL,3/5/2024,131.880005,133.240005,130.669998,132.669998,40194800
GOOGL,3/21/2024,149.470001,150.369995,146.899994,147.600006,24735700
BTC-USD,10/16/2023,27162.62891,29448.13867,27130.47266,28519.4668,27833876539
GOOGL,3/27/2023,104.620003,104.760002,101.93,102.459999,31120900
GOOGL,7/20/2023,121.419998,124.089996,118.220001,119.199997,37906800
BTC-USD,8/24/2023,26431.51953,26554.91016,25914.92578,26162.37305,12871532023
GOOGL,3/31/2023,101.300003,103.889999,101.040001,103.730003,36863400
LULU,7/21/2023,384.619995,388.380005,381,382.959991,2641800
BTC-USD,1/31/2024,42946.25,43717.40625,42298.94531,42582.60547,24673628793
GOOGL,12/26/2023,141.589996,142.679993,141.190002,141.520004,16780300
GOOGL,2/21/2024,141.449997,142.690002,140.679993,142.550003,23315700
TSLA,5/3/2023,160.009995,165,159.910004,160.610001,119728000
GOOGL,1/30/2024,152.800003,153.619995,151.190002,151.460007,36331800
LULU,12/21/2023,507.859985,511.269989,505.51001,511.029999,896600
BTC-USD,2/4/2024,42994.94141,43097.64453,42374.83203,42583.58203,14802225490
GOOG,9/8/2023,135.869995,137.514999,135.869995,137.199997,17810700
GOOG,3/6/2024,134.240005,134.740005,131.949997,132.559998,23175200
GOOGL.A,9/5/2023,135.440002,136.419998,134.580002,135.770004,19403100
LULU,10/17/2023,415,419.859985,412.190002,412.940002,28064700
GOOG,4/4/2023,104.839996,106.099998,104.599998,105.120003,20377200
LULU,5/5/2023,385.329987,389.059998,382.630005,386.709991,1318100
TSLA,12/19/2023,253.479996,258.339996,253.009995,257.220001,106737400
GOOG,3/21/2024,150.320007,151.304993,148.009995,148.740005,19826700
GOOG,10/20/2023,138.589996,139.039993,136.244995,136.740005,24953900
GOOGL,3/15/2024,142.5,143.179993,140.029999,141.179993,49460600
LULU,3/19/2024,457.690002,467.859985,454.230011,467.269989,1428900
BTC-USD,1/26/2024,39936.81641,42209.38672,39825.69141,41816.87109,25598119893
BTC-USD,8/29/2023,26102.48633,28089.33789,25912.62891,27727.39258,29368391712
BTC-USD,10/14/2023,26866.20313,26969,26814.58594,26861.70703,5388116782
BTC-USD,8/22/2023,26130.74805,26135.50781,25520.72852,26031.65625,14503820706
GOOG,8/11/2023,129.201996,130.440002,128.75,130.169998,15191500
GOOG,1/18/2024,143.440002,145.585007,143.350006,144.990005,18876800
LULU,9/14/2023,394.179993,394.179993,384.309998,388.73999,914200
GOOG,3/1/2024,139.610001,140,137.975006,138.080002,28522000
BTC-USD,10/11/2023,27392.07617,27474.11523,26561.09961,26873.32031,13648094333
GOOGL,11/30/2023,135.050003,135.550003,131.279999,132.529999,38988300
TSLA,2/28/2024,200.419998,205.300003,198.440002,202.039993,99806200
GOOG,4/12/2023,107.389999,107.586998,104.970001,105.220001,22761600
GOOGL,6/7/2023,126.970001,129.039993,122.120003,122.5,52539000
TSLA,4/26/2023,160.289993,160.669998,153.139999,153.75,153364100
BTC-USD,4/3/2023,28183.08008,28475.62305,27276.7207,27790.2207,19556501327
BTC-USD,6/4/2023,27075.12305,27407.01953,26968.22461,27119.06641,9360912318
TSLA,8/1/2023,266.26001,266.470001,260.25,261.070007,83166000
BTC-USD,7/15/2023,30331.7832,30407.78125,30263.46289,30295.80664,8011667756
TSLA,12/1/2023,233.139999,240.190002,231.899994,238.830002,121173500
LULU,3/8/2024,461.269989,465.420013,457.290009,460.390015,754700
TSLA,1/10/2024,235.100006,235.5,231.289993,233.940002,91628500
BTC-USD,4/5/2023,28169.72656,28739.23828,27843.76367,28177.98438,17052315986
BTC-USD,12/21/2023,43648.125,44240.66797,43330.05078,43869.15234,22452766169
TSLA,11/21/2023,235.039993,243.619995,233.339996,241.199997,122288000
BTC-USD,12/28/2023,43468.19922,43804.78125,42318.55078,42627.85547,22992093014
TSLA,4/4/2023,197.320007,198.740005,190.320007,192.580002,126463800
BTC-USD,7/23/2023,29790.11133,30330.64063,29741.52734,30084.53906,9220145050
TSLA,7/25/2023,272.380005,272.899994,265,265.279999,112757300
GOOG,12/13/2023,134.544998,134.779999,132.949997,133.970001,25414500
BTC-USD,9/18/2023,26532.99414,27414.73438,26415.51563,26754.28125,15615339655
GOOG,11/8/2023,132.360001,133.539993,132.160004,133.259995,15093600
BTC-USD,10/24/2023,33077.30469,35150.43359,32880.76172,33901.52734,44934999645
TSLA,5/30/2023,200.100006,204.479996,197.529999,201.160004,128818700
BTC-USD,3/27/2023,27994.06836,28037.92578,26606.68945,27139.88867,18188895178
GOOGL,5/3/2023,105.529999,107.489998,104.959999,105.410004,21795400
TSLA,12/6/2023,242.919998,246.570007,239.169998,239.369995,126436200
GOOG,9/5/2023,136.440002,137.369995,135.559998,136.710007,17730200
GOOG,1/26/2024,152.869995,154.110001,152.800003,153.789993,19494500
GOOGL,1/4/2024,138.419998,139.160004,136.350006,136.389999,27137700
LULU,6/21/2023,384.029999,385.5,378.019989,378.809998,1212900
BTC-USD,2/14/2024,49733.44531,2342n,49296.83203,51826.69531,39105608050
GOOGL,6/22/2023,120,123.239998,118.830002,123.150002,26952200
TSLA,5/2/2023,161.880005,165.490005,158.929993,160.309998,128259700
BTC-USD,4/11/2023,29653.67969,30509.08398,29609.30078,30235.05859,20121259843
BTC-USD,12/5/2023,41986.26563,44408.66406,41421.14844,44080.64844,36312154535
LULU,12/22/2023,502.600006,510.480011,502.220001,510,1178300
LULU,2/28/2024,466.5,474.170013,463.339996,464.140015,913800
LULU,10/5/2023,367.5,367.5,360.200012,360.359985,1625400
GOOG,3/29/2023,102.720001,102.82,101.029999,101.900002,26148300
GOOGL,2/28/2024,137.899994,138.009995,135.410004,136.380005,37328600
LULU,5/17/2023,371.299988,373.23999,367.350006,372.220001,1377200
GOOGL,9/13/2023,135.089996,136.899994,134.149994,136.710007,20749500
GOOG,6/1/2023,123.5,125.040001,123.300003,124.370003,25017700
BTC-USD,5/29/2023,28075.5918,28432.03906,27563.87695,27745.88477,15181308984
GOOG,6/8/2023,122.584999,123.730003,122.010002,122.669998,24815000
LULU,6/26/2023,377.309998,378.290009,373.470001,373.769989,1028100
BTC-USD,5/21/2023,27118.42383,27265.91797,26706.92188,26753.82617,8647416921
TSLA,3/27/2023,194.419998,197.389999,189.940002,191.809998,120851600
BTC-USD,10/30/2023,34531.74219,34843.93359,34110.97266,34502.36328,17184860315
TSLA,5/22/2023,180.699997,189.320007,180.110001,188.869995,132001400
TSLA,1/23/2024,211.300003,215.649994,207.75,209.139999,106605900
GOOG,1/19/2024,146.304993,148.039993,145.800003,147.970001,27170900
GOOGL,5/2/2023,107.139999,107.199997,103.709999,105.32,30997200
BTC-USD,3/20/2024,61930.15625,68115.25781,60807.78516,67913.67188,66792634382
GOOGL,11/13/2023,131.779999,132.589996,131.25,132.089996,18324800
LULU,8/21/2023,382.950012,385.73999,381.339996,384.899994,1009200
GOOGL,9/20/2023,138.080002,138.080002,133.619995,133.740005,29927500
GOOG,6/7/2023,127.574997,129.550003,122.629997,122.940002,34179300
GOOGL,6/29/2023,119.239998,120.059998,118.300003,119.099998,24090900
BTC-USD,1/6/2024,44178.95313,44227.63281,43475.15625,43989.19531,16092503468
GOOG,3/19/2024,148.979996,149.619995,147.009995,147.919998,17748400
LULU,6/5/2023,363,363.640015,355.609985,356.440002,3093000
LULU,10/10/2023,372.640015,378.839996,371.440002,373.029999,1178500
LULU,6/6/2023,357.899994,361.609985,354.779999,356.019989,1707900
BTC-USD,4/18/2023,29449.0918,30470.30273,29154.84961,30397.55273,19480529496
LULU,12/7/2023,460.670013,466.630005,460.600006,464.670013,3243500
GOOGL,6/27/2023,117.080002,119.080002,116.099998,118.330002,39535900
GOOGL,4/20/2023,103.910004,106.25,103.870003,105.290001,27820800
GOOGL,8/3/2023,127.970001,129.389999,127.419998,128.449997,20089500
BTC-USD,5/24/2023,27224.60352,27224.60352,26106.57617,26334.81836,16299104428
BTC-USD,11/1/2023,34657.27344,35527.92969,34170.69141,35437.25391,22446272005
TSLA,2/20/2024,196.130005,198.600006,189.130005,193.759995,104545800
BTC-USD,11/30/2023,37861.11719,38141.75391,37531.14063,37712.74609,18115982627
TSLA,12/4/2023,235.75,239.369995,233.289993,235.580002,104099800
GOOG,12/5/2023,130.369995,133.539993,129.729996,132.389999,19235100
BTC-USD,8/25/2023,26163.67969,26248.10352,25786.8125,26047.66797,12406045118
BTC-USD,7/4/2023,31156.86523,31325.19727,30659.35547,30777.58203,12810828427
BTC-USD,12/3/2023,39472.20703,40135.60547,39298.16406,39978.39063,15769696322
BTC-USD,7/3/2023,30624.51563,31375.61328,30586.51367,31156.43945,15271884873
GOOG,1/23/2024,147.720001,148.860001,147.190002,148.679993,14113600
TSLA,11/2/2023,212.970001,219.199997,211.449997,218.509995,125987600
GOOG,8/7/2023,129.509995,132.059998,129.429993,131.940002,17621000
GOOGL,6/28/2023,117.089996,120.389999,116.849998,120.18,27091400
TSLA,7/12/2023,276.329987,276.519989,271.459991,271.98999,95672100
GOOGL,10/18/2023,139.449997,140.720001,137.380005,137.960007,23375000
GOOG,1/31/2024,145.389999,145.589996,141.550003,141.800003,43908600
GOOGL,6/14/2023,123.099998,124.050003,121.449997,123.669998,30592300
TSLA,11/6/2023,223.979996,226.320007,215,219.270004,117335800
BTC-USD,6/30/2023,30441.35352,31256.86328,29600.27539,30477.25195,26387306197
TSLA,2/15/2024,189.160004,200.880005,188.860001,200.449997,120831800
BTC-USD,1/11/2024,46656.07422,48969.37109,45678.64453,46368.58594,45833734549
GOOG,5/25/2023,125.209999,125.980003,122.900002,124.349998,33812700
BTC-USD,1/23/2024,39518.71484,40127.35156,38521.89453,39845.55078,29244553045
GOOGL,4/17/2023,104.660004,106.160004,104.519997,105.970001,37571200
LULU,3/7/2024,449.029999,461,449.029999,457.279999,1078300
TSLA,9/26/2023,242.979996,249.550003,241.660004,244.119995,101993600
GOOGL,10/17/2023,138.630005,139.899994,137.179993,139.720001,23515800
GOOG,1/3/2024,138.600006,141.089996,138.429993,140.360001,18974300
BTC-USD,8/3/2023,29161.8125,29375.70703,28959.48828,29178.67969,12780357746
BTC-USD,10/9/2023,27934.47266,27989.4707,27302.5625,27583.67773,12007668568
GOOGL,10/12/2023,141.050003,141.220001,138.259995,138.970001,24765500
GOOG,3/12/2024,138.25,140.279999,138.210007,139.619995,19019700
BTC-USD,2/1/2024,42569.76172,43243.16797,41879.19141,43075.77344,21423953779
GOOG,3/22/2024,150.190002,152.550003,150.089996,152.279999,5214794
GOOGL,10/16/2023,138.169998,139.630005,137.990005,139.100006,28501900
BTC-USD,7/31/2023,29278.31445,29489.87305,29131.57813,29230.11133,11656781982
BTC-USD,3/21/2024,67911.58594,68199.99219,64580.91797,65491.39063,44480350565
GOOG,9/12/2023,137.130005,137.639999,135.929993,136.070007,15212900
GOOG,11/3/2023,129.089996,130.729996,129.009995,130.369995,19517900
GOOGL,10/20/2023,137.330002,137.869995,135.080002,135.600006,26315200
BTC-USD,1/8/2024,43948.70703,47218,43244.08203,46970.50391,42746192015
GOOGL,11/16/2023,135.190002,137.220001,134.320007,136.929993,28013200
BTC-USD,8/9/2023,29766.69531,30093.43555,29376.80078,29561.49414,18379521213
BTC-USD,7/9/2023,30291.61133,30427.58984,30085.5918,30171.23438,7903327692
TSLA,8/29/2023,238.580002,257.480011,237.770004,257.179993,134047600
LULU,8/9/2023,382,386,376.630005,382.329987,748100
BTC-USD,3/18/2024,68371.30469,68897.13281,66594.22656,67548.59375,49261579492
LULU,2/12/2024,473.279999,478,465.119995,466.079987,1174700
BTC-USD,4/4/2023,27795.27344,28433.74219,27681.30469,28168.08984,15284538859
TSLA,6/22/2023,250.770004,265,248.25,264.609985,166875900
GOOGL,5/11/2023,115.400002,117.919998,114.410004,116.57,78900000
BTC-USD,2/9/2024,45297.38281,48152.49609,45260.82422,47147.19922,39316770844
BTC-USD,5/13/2023,26807.76953,27030.48242,26710.87305,26784.07813,9999171605
BTC-USD,12/14/2023,42884.26172,43390.85938,41767.08984,43023.97266,25578530178
GOOG,12/27/2023,142.830002,143.320007,141.050995,141.440002,17288400
TSLA,8/14/2023,235.699997,240.660004,233.75,239.759995,98595300
TSLA,11/29/2023,249.210007,252.75,242.759995,244.139999,135401300
BTC-USD,2/13/2024,49941.35938,50358.39063,48406.49609,49742.44141,35593051468
TSLA,1/2/2024,250.080002,251.25,244.410004,248.419998,104654200
GOOG,1/30/2024,154.009995,155.039993,152.774994,153.050003,26578900
LULU,7/6/2023,370,373.48999,366.01001,367.029999,1136000
GOOG,10/23/2023,136.229996,139.020004,135.110001,137.899994,20780700
GOOG,11/15/2023,136.639999,136.839996,135.330002,136.380005,15840900
GOOG,2/9/2024,147.949997,150.695007,147.429993,150.220001,21877700
TSLA,7/5/2023,278.820007,283.850006,277.600006,282.480011,131530900
LULU,6/9/2023,355.48999,360.5,354.01001,360.399994,1707000
BTC-USD,8/23/2023,26040.47461,26786.89844,25804.99805,26431.64063,16985265785
LULU,10/25/2023,401,403.820007,396.119995,396.700012,1309700
LULU,4/17/2023,369.98999,373.410004,366.98999,368.380005,1820000
GOOG,4/13/2023,106.470001,108.264999,106.440002,108.190002,21650700
BTC-USD,11/12/2023,37133.99219,37227.69141,36779.11719,37054.51953,11545715999
GOOGL,6/20/2023,122.93,124.57,122.139999,123.099998,26097500
LULU,4/20/2023,369.529999,377.839996,369.070007,376.709991,1403800
GOOG,7/20/2023,122.120003,124.699997,118.684998,119.529999,27541700
TSLA,2/5/2024,184.259995,184.679993,175.009995,181.059998,134294400
LULU,6/27/2023,375.290009,377.5,374.160004,374.519989,823300
LULU,3/27/2023,316.299988,317.869995,310.410004,317.220001,1817600
LULU,1/10/2024,488,488.51001,482.589996,484.100006,1276000
LULU,7/31/2023,377.959991,382.070007,377.390015,378.529999,867200
TSLA,5/19/2023,177.169998,181.949997,176.309998,180.139999,136024200
BTC-USD,11/4/2023,34736.32422,35256.03125,34616.69141,35082.19531,9561294264
GOOGL,12/18/2023,132.630005,137.149994,132.429993,135.800003,32258000
LULU,3/22/2023,301.619995,312.200012,300.779999,303.730011,2457200
TSLA,5/10/2023,172.550003,174.429993,166.679993,168.539993,119840700
GOOGL,3/7/2024,132.789993,134.940002,131.610001,134.380005,37738200
GOOGL,1/26/2024,151.100006,152.539993,151.009995,152.190002,26115500
TSLA,11/10/2023,210.029999,215.380005,205.690002,214.649994,130994000
BTC-USD,7/30/2023,29357.09375,29443.16992,29059.50195,29275.30859,8678454527
GOOGL,3/23/2023,105.059998,106.300003,104.459999,105.599998,40797800
GOOGL,2/23/2024,143.669998,144.679993,143.429993,143.960007,19493800
GOOG,5/30/2023,126.290001,126.379997,122.889999,124.639999,27230700
BTC-USD,2/6/2024,42657.39063,43344.14844,42529.01953,43084.67188,16798476726
LULU,11/28/2023,435.570007,436.660004,427.089996,427.730011,1353900
LULU,9/25/2023,386.019989,387.5,378.109985,384.329987,1576700
BTC-USD,11/17/2023,36164.82422,36704.48438,35901.23438,36596.68359,22445028430
GOOG,7/24/2023,121.926003,123.349998,121.379997,121.879997,22276100
GOOG,7/27/2023,131.800003,133.600006,129.179993,129.869995,35931600
LULU,12/6/2023,459.279999,464.059998,458.269989,460.670013,1387200
BTC-USD,5/7/2023,28901.62305,29157.51758,28441.36719,28454.97852,11301355486
TSLA,10/4/2023,248.139999,261.859985,247.600006,261.160004,129721600
BTC-USD,9/25/2023,26253.77539,26421.50781,26011.46875,26298.48047,11997833257
LULU,6/7/2023,355.089996,358.399994,352.540009,353.929993,1376400
LULU,5/24/2023,353.859985,353.970001,343.420013,344.579987,2117600
LULU,7/20/2023,386.579987,390.829987,381.429993,381.859985,1341500
GOOGL,9/15/2023,137.979996,138.520004,136.479996,137.399994,38908400
BTC-USD,11/6/2023,35044.78906,35286.02734,34765.36328,35037.37109,12693436420
GOOG,9/26/2023,130.914001,131.404999,128.190002,129.449997,20378800
GOOGL,8/10/2023,131.320007,132.050003,129.449997,129.690002,20857800
TSLA,12/15/2023,251.210007,254.130005,248.300003,253.5,135720800
BTC-USD,5/22/2023,26749.89258,27045.73438,26549.73438,26851.27734,11056770492
BTC-USD,8/1/2023,29230.87305,29675.73242,28657.02344,29675.73242,18272392391
LULU,4/24/2023,378.76001,384.25,377.829987,381.369995,1504000
GOOGL,6/26/2023,120.760002,122,118.269997,118.339996,33969900
GOOGL,6/15/2023,123.139999,125.459999,122.400002,125.089996,35246300
BTC-USD,12/1/2023,37718.00781,38954.10938,37629.35938,38688.75,23512784002
GOOG,12/12/2023,133.270004,134.539993,132.830002,133.639999,26584000
BTC-USD,10/23/2023,30140.68555,34370.4375,30097.82813,33086.23438,38363572311
GOOGL,2/12/2024,148.419998,149.339996,147.369995,147.529999,21564100
LULU,11/22/2023,430.820007,435.070007,428.190002,428.630005,800600
TSLA,10/25/2023,215.880005,220.100006,212.199997,212.419998,107065100
GOOGL,3/22/2023,104.269997,106.589996,103.330002,103.370003,43427400
TSLA,6/13/2023,253.509995,259.679993,251.339996,258.709991,162384300
BTC-USD,4/28/2023,29481.01367,29572.79102,28929.60938,29340.26172,17544464887
BTC-USD,12/18/2023,41348.20313,42720.29688,40530.25781,42623.53906,25224642008
GOOG,7/13/2023,121.540001,125.334999,121.059998,124.830002,31535900
LULU,1/11/2024,483.390015,486.209991,478.160004,485.480011,823500
LULU,5/1/2023,380.579987,385.440002,380.209991,384.98999,1302300
BTC-USD,2/24/2024,50736.37109,51684.19531,50585.44531,51571.10156,15174077879
BTC-USD,3/16/2024,69392.48438,70046.27344,64801.39453,65315.11719,46842198371
BTC-USD,5/30/2023,27745.12305,28044.75977,27588.50195,27702.34961,13251081851
LULU,3/22/2024,416.5,418.470001,395.660004,398.369995,5589336
GOOGL,10/26/2023,123.269997,124.330002,121.269997,122.279999,57061100
GOOGL,4/21/2023,105.470001,106,104.779999,105.410004,25800100
GOOGL,7/14/2023,124.800003,126.779999,123.489998,125.419998,33266800
GOOGL,12/4/2023,129.880005,130.029999,127.900002,129.270004,36669900
BTC-USD,9/14/2023,26228.27734,26774.62305,26171.45117,26539.67383,13811359124
GOOG,12/14/2023,134.770004,135.035004,131.059998,133.199997,29619100
BTC-USD,6/24/2023,30708.73828,30804.14844,30290.14648,30548.69531,12147822496
LULU,2/26/2024,461.059998,472.959991,459.26001,468.25,1447000
LULU,8/4/2023,385.410004,386.470001,377.429993,378.200012,907700
BTC-USD,2/10/2024,47153.52734,48146.17188,46905.32031,47771.27734,16398681570
LULU,12/27/2023,506,509.880005,505.529999,508.809998,816400
BTC-USD,5/20/2023,26888.8418,27155.1582,26843.27734,27129.58594,7044911360
BTC-USD,9/12/2023,25160.6582,26451.93945,25133.07813,25833.34375,18657279324
LULU,1/18/2024,472.190002,478.459991,468.839996,477.450012,1482300
TSLA,6/1/2023,202.589996,209.800003,199.369995,207.520004,148029900
TSLA,11/15/2023,239.289993,246.699997,236.449997,242.839996,150354000
GOOGL,5/15/2023,116.110001,118.480003,116.010002,116.510002,36266800
GOOG,12/4/2023,131.294006,131.449997,129.399994,130.630005,24117100
TSLA,11/28/2023,236.679993,247,234.009995,246.720001,148549900
BTC-USD,8/20/2023,26096.86133,26260.68164,26004.31445,26189.58398,9036580420
GOOG,1/22/2024,148.710007,150.014999,147.580002,147.710007,21829200
LULU,3/6/2024,451.98999,452.660004,443.519989,448.540009,941300
GOOGL,2/1/2024,142.119995,143.059998,140.789993,141.160004,40466500
TSLA,7/17/2023,286.630005,292.230011,283.570007,290.380005,131569600
BTC-USD,3/29/2023,27267.03125,28619.54297,27259.66211,28348.44141,20684945906
RDDT,3/21/2024,47,57.799999,45.049999,50.439999,47752381
GOOGL,3/12/2024,137.029999,139.380005,137.029999,138.5,27563400
GOOG,4/24/2023,106.050003,107.32,105.360001,106.779999,21410900
TSLA,1/29/2024,185.630005,191.479996,183.669998,190.929993,125013100
GOOG,3/24/2023,105.739998,106.160004,104.739998,106.059998,25236200
GOOG,1/9/2024,140.059998,142.800003,139.789993,142.559998,19579700
LULU,9/7/2023,397.519989,400.839996,396.01001,398.98999,830300
LULU,8/10/2023,385.880005,394.640015,383.369995,384.549988,937600
BTC-USD,6/21/2023,28311.31055,30737.33008,28283.41016,30027.29688,33346760979
GOOGL,7/6/2023,119.800003,120.300003,118.400002,120.110001,24745200
TSLA,8/9/2023,250.869995,251.100006,241.899994,242.190002,101596300
GOOGL,1/25/2024,150.070007,153.050003,149.539993,151.869995,29149100
LULU,7/17/2023,379.070007,385.350006,378.399994,383.690002,809400
LULU,7/7/2023,366,367.899994,363.26001,363.73999,934100
GOOGL,6/5/2023,124.010002,127.43,123.839996,126.010002,32305500
BTC-USD,7/16/2023,30297.47266,30437.56055,30089.66992,30249.13281,8516564470
BTC-USD,4/16/2023,30315.97656,30555.53711,30157.83203,30315.35547,12854816417
GOOG,6/28/2023,117.959999,121.269997,117.599998,121.080002,19753100
GOOG,12/22/2023,142.130005,143.25,142.054993,142.720001,18494700
BTC-USD,2/3/2024,43184.96484,43359.94141,42890.80859,42992.25,11169245236
TSLA,5/18/2023,174.220001,177.059998,172.449997,176.889999,109520300
BTC-USD,5/2/2023,28087.17578,28881.29883,27924.12305,28680.53711,16432924527
TSLA,11/14/2023,235.029999,238.139999,230.720001,237.410004,149771600
LULU,8/18/2023,372.589996,382.649994,371.450012,381.290009,945500
GOOG,8/18/2023,129.059998,129.830002,127,128.110001,23619400
GOOGL,10/11/2023,138.580002,141.110001,138.580002,140.550003,25884300
LULU,11/17/2023,425.220001,425.670013,421.040009,422.440002,1219800
GOOG,3/4/2024,136.539993,136.630005,132.860001,134.199997,43571500
GOOGL,11/28/2023,136.080002,137.25,135.419998,137.199997,18730000
GOOGL,3/11/2024,136.130005,139.100006,136.130005,137.669998,32437800
GOOGL,7/19/2023,124.599998,125.18,121.800003,122.029999,37224000
BTC-USD,4/9/2023,27952.36719,28532.83008,27828.48047,28333.05078,12175322951
TSLA,3/30/2023,195.580002,197.330002,194.419998,195.279999,110252200
BTC-USD,8/15/2023,29408.04883,29439.12109,29088.85352,29170.34766,12640195779
LULU,3/5/2024,448.809998,448.809998,443.609985,446.059998,975500
LULU,5/8/2023,387.98999,388.98999,380.920013,381.859985,1130900
TSLA,12/18/2023,253.779999,258.73999,251.360001,252.080002,116416500
GOOG,12/26/2023,142.979996,143.945007,142.5,142.820007,11170100
BTC-USD,6/20/2023,26841.66406,28388.96875,26668.79102,28327.48828,22211859147
BTC-USD,12/27/2023,42518.46875,43683.16016,42167.58203,43442.85547,25260941032
GOOGL,5/19/2023,123.550003,125.970001,122.150002,122.760002,41330300
GOOGL,2/7/2024,144.759995,145.619995,143.929993,145.539993,25208900
GOOGL,8/21/2023,127.18,128.729996,126.559998,128.369995,25248700
GOOG,11/16/2023,136.960007,138.880005,136.080002,138.699997,17615100
BTC-USD,3/11/2024,69020.54688,72850.71094,67194.88281,72123.90625,65716656765
GOOG,5/19/2023,124.199997,126.478996,122.720001,123.25,30251300
BTC-USD,6/10/2023,26481.76172,26531.04492,25501.83594,25851.24023,19872933189
BTC-USD,7/14/2023,31474.7207,31582.25391,29966.38672,30334.06836,20917902660
GOOGL,7/21/2023,120.620003,120.989998,118.730003,120.019997,72937900
GOOG,1/11/2024,144.895004,146.660004,142.214996,143.669998,17471100
BTC-USD,3/25/2023,27487.33789,27791.82617,27196.23438,27494.70703,13383005987
BTC-USD,7/25/2023,29178.9707,29353.16016,29062.43359,29227.39063,10266772793
LULU,2/27/2024,471.089996,471.5,463.950012,467.839996,919500
BTC-USD,6/7/2023,27235.65039,27332.18164,26146.98828,26345.99805,19530045082
TSLA,6/21/2023,275.130005,276.98999,257.779999,259.459991,211797100
GOOGL,9/28/2023,129.839996,133.300003,129.789993,132.309998,22513100
GOOG,9/7/2023,134.600006,136.580002,133.960007,136.199997,16976000
TSLA,12/20/2023,256.410004,259.839996,247,247.139999,125097000
GOOG,2/8/2024,146.970001,147.610001,146.419998,147.220001,18241300
LULU,2/13/2024,457.559998,461.950012,454,456.230011,1264100
LULU,12/19/2023,503.579987,509.329987,502.829987,506.859985,1174800
LULU,5/25/2023,343.089996,346.529999,340.950012,342.339996,1415000
BTC-USD,8/10/2023,29563.97266,29688.56445,29354.44727,29429.5918,11865344789
GOOG,11/14/2023,135.649994,137.240005,135.100006,135.429993,22317300
BTC-USD,8/2/2023,29704.14648,29987.99805,28946.50977,29151.95898,19212655598
BTC-USD,11/24/2023,37296.31641,38415.33984,37261.60547,37720.28125,22922957823
BTC-USD,4/15/2023,30490.75,30601.74023,30245.88281,30318.49609,11940685378
BTC-USD,8/21/2023,26188.69141,26220.20117,25846.08789,26124.14063,13371557893
BTC-USD,1/12/2024,46354.79297,46498.13672,41903.76953,42853.16797,43332698900
BTC-USD,3/8/22024,66938.09375,70083.05469,66230.45313,68300.09375,59202881172
TSLA,4/28/2023,160.899994,165,157.320007,164.309998,122515800
BTC-USD,10/15/2023,26858.01172,27289.16992,26817.89453,27159.65234,7098201980
GOOG,9/6/2023,137.014999,137.479996,134.690002,135.369995,15814300
GOOGL,6/13/2023,124.980003,125.160004,123.18,123.830002,22278300
TSLA,3/24/2023,191.649994,192.360001,187.149994,190.410004,116312400
GOOGL,1/2/2024,138.550003,139.449997,136.479996,138.169998,23711200
BTC-USD,8/28/2023,26089.61523,26198.57813,25880.59961,26106.15039,11002805166
BTC-USD,3/1/2024,61168.0625,63155.10156,60802.52734,62440.63281,40186368423
LULU,9/22/2023,387.5,391.709991,386.380005,388.049988,1102600
GOOGL,8/14/2023,129.389999,131.369995,128.960007,131.330002,24695600
GOOGL,8/31/2023,136.009995,138,135.789993,136.169998,30053800
BTC-USD,2/23/2024,51283.90625,51497.93359,50561.77734,50731.94922,21427078270
